id,title,type,age,description,address,city,state,zip_code,latitude,longitude,sale_price,rent_price,area,rooms,bath_rooms,image_links,owner_id
106,tellus nisi eu,Ventosanzap,25,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",17 7th Plaza,Canutillo,TX,79835,38.815800,-77.090000,15988507.27,2557.18,4184.78,9,5,,21
107,nec nisi,Tin,21,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",9 Messerschmidt Parkway,Colorado Springs,CO,80906,41.293300,-95.936100,28596119.93,5821.49,507.37,5,4,,180
108,lacus morbi,Duobam,65,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",88 Cordelia Lane,Benton,IA,50835,35.859600,-86.421000,15206359.16,1981.26,7839.85,10,2,,232
109,ultrices,Namfix,47,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0919 Victoria Hill,Gracey,KY,42232,40.434400,-80.024800,5846368.00,3287.79,2183.79,5,3,,67
110,commodo placerat praesent,Konklux,44,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6 Hudson Hill,De Valls Bluff,AR,72041,39.779500,-86.132800,6143227.26,1374.68,4017.13,10,2,,150
111,nibh in,Bitwolf,69,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,92 Village Park,Dowell,MD,20629,39.731000,-104.938400,26074692.24,2353.91,8014.75,10,2,,100
112,sapien arcu,Fix San,27,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",5 Ohio Junction,Mackville,KY,40040,34.052900,-118.254900,21040623.91,4646.30,5839.84,9,3,,195
113,vulputate vitae nisl,Sonsing,69,Sed ante. Vivamus tortor. Duis mattis egestas metus.,27 Darwin Lane,Kimberton,PA,19442,45.015900,-93.471900,10116973.32,4479.71,8939.00,8,3,,83
114,nulla,Kanlam,35,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",24 Welch Plaza,Shreveport,LA,71152,33.649300,-86.705700,7116992.58,4279.14,9331.00,7,5,,142
115,tellus nisi,Zaam-Dox,57,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",8006 Longview Parkway,Seven Valleys,PA,17360,41.678200,-83.497200,26968268.43,6889.48,4730.25,9,5,,4
116,sit amet turpis,Lotlux,96,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",54257 Mendota Road,Susanville,CA,96130,40.677500,-89.626300,7909719.90,6964.77,7079.63,10,2,,266
117,libero,It,99,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,66817 Memorial Terrace,Peekskill,NY,10566,33.784300,-118.115700,16813963.96,4580.96,1547.02,10,4,,32
138,elementum,Job,37,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",6 Hayes Park,Saint Onge,SD,57779,37.997100,-87.575000,27803831.52,4794.00,6536.36,8,2,,78
121,quisque id,Overhold,81,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",746 Lunder Point,Palmdale,CA,93550,33.984500,-84.152900,5281818.62,751.46,4590.80,8,5,,227
122,velit donec diam,Alphazap,91,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",22713 Oxford Center,Climax,MI,49034,38.893300,-77.014600,6754510.00,6970.31,5523.13,7,5,,135
124,eu magna vulputate,It,48,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",921 Stang Crossing,Rochester,TX,79544,41.308900,-73.363700,25474084.74,6085.65,7335.92,9,2,,182
125,vel,Zontrax,78,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",8 Pawling Road,Springfield,IL,62761,31.869300,-102.031700,4685241.00,5320.06,7817.95,7,4,,61
128,libero,Fintone,84,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",367 Garrison Drive,West Bloomfield,MI,48323,38.900000,-77.036900,5327290.93,2666.90,3751.50,8,2,,257
129,nibh quisque,Aerified,58,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4 Ridgeview Lane,Ringgold,LA,71068,39.284700,-76.620500,19890493.30,3789.38,150.35,10,2,,261
130,blandit,Sonsing,55,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",78 Karstens Alley,Hopewell Junction,NY,12533,39.739000,-84.085600,26573043.14,4250.11,5373.21,8,4,,95
131,neque,Subin,78,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",32 Prentice Center,Pilottown,LA,70081,37.524200,-77.493200,14379800.70,6859.95,1408.29,5,5,,38
132,ultrices,Zaam-Dox,48,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",743 Meadow Ridge Alley,Garland,TX,75042,41.672700,-93.572200,17815440.92,4451.81,803.24,10,2,,118
133,magna at,Vagram,47,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",6 Columbus Park,Huntington,WV,25707,39.042900,-95.769700,15556105.58,1784.34,580.10,5,4,,125
134,quam,Sonair,93,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,4 Armistice Way,Des Moines,IA,50305,41.809700,-87.653300,16372075.20,3650.80,240.77,6,5,,168
135,vivamus,Keylex,53,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",369 Hoard Parkway,Grover,MO,63040,35.244000,-80.738700,3619950.00,6770.06,8643.75,6,4,,276
136,vitae,Wrapsafe,59,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0 Algoma Street,Grand Rapids,MI,49503,29.797100,-95.495800,3267915.00,2619.26,4068.74,9,5,,212
137,velit nec,Hatity,88,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",0 Colorado Place,Perry,FL,32347,38.833600,-76.877700,16640454.26,4925.69,7866.17,8,4,,296
139,justo etiam pretium,Y-Solowarm,75,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,704 Annamark Crossing,Mikado,MI,48745,46.934600,-97.229700,1637462.60,3551.28,9709.51,5,5,,125
142,suspendisse,Voltsillam,63,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",7 Arkansas Court,Chicago,IL,60666,40.777900,-82.461300,19788684.84,7623.57,8168.91,6,2,,49
143,sapien a,Konklab,70,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1 Eagan Circle,York,SC,29745,33.508200,-112.101100,2182816.75,2062.87,4700.07,5,5,,219
147,sit,Ronstring,32,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",38481 Anzinger Avenue,Pinetown,NC,27865,43.074600,-88.060400,11522021.05,7706.58,3564.38,8,4,,264
148,suspendisse,Job,69,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1634 Gale Parkway,Kerrville,TX,78028,36.098600,-86.821900,21605164.44,7099.95,9568.63,5,5,,274
149,ut odio,Stringtough,76,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",52 Sommers Trail,Mc Knightstown,PA,17343,40.627800,-75.392800,21551200.55,7465.63,2182.06,5,2,,60
150,in est,Flowdesk,73,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",87929 Leroy Terrace,Frankfort,KY,40601,37.559300,-77.447100,12669968.44,5964.35,2986.35,6,3,,256
151,ac,Aerified,49,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,44071 Dapin Trail,Tibbie,AL,36583,38.028300,-84.471500,13572250.85,3507.01,7413.35,5,5,,52
152,nullam,Domainer,95,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",21 Melrose Pass,Braman,OK,74632,40.641200,-74.013300,25105838.48,512.91,2135.05,7,5,,117
153,molestie lorem quisque,Quo Lux,90,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2 Erie Road,Cleveland,GA,30528,42.239900,-83.150800,20607217.12,512.16,4574.84,7,3,,229
154,vitae,Sonair,91,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",7075 Pearson Way,Noble,MO,65715,35.201700,-89.971500,4968838.00,7149.42,4363.68,7,5,,32
155,semper est quam,Tempsoft,59,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",68330 Merrick Lane,Albany,NY,12234,38.191300,-85.784700,21831770.80,2834.18,6747.66,7,4,,50
156,dapibus,Y-find,50,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",4623 Eagan Lane,Dallas,TX,75285,38.028300,-84.471500,23665538.74,3709.90,8559.87,9,2,,88
157,ac tellus,Regrant,69,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",7854 Village Green Plaza,Hot Springs,NC,28743,33.353800,-86.825400,1158378.15,7813.91,3616.01,10,4,,86
232,id massa id,Tres-Zap,41,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",53786 Northport Avenue,Sandpoint,ID,83864,41.811900,-87.687300,20381980.72,2069.82,4831.80,7,5,,120
160,donec vitae,Cardguard,40,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,40921 Mosinee Way,Amherst,VA,24521,41.811900,-87.687300,3744956.00,742.14,1838.87,7,2,,156
161,mattis,Kanlam,53,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",7969 Main Place,Hobbs,NM,88240,39.785100,-86.159500,5577798.00,7489.84,106.81,6,3,,228
164,ante ipsum,Zoolab,32,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",873 Sherman Drive,Hillsdale,IL,61257,30.475600,-87.317900,19525334.98,3768.79,4643.42,6,3,,39
165,in consequat,Matsoft,24,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",8 Graceland Court,Lawrence,MI,49064,35.551400,-97.407500,12286753.39,5626.36,3071.15,6,3,,177
166,hendrerit at vulputate,Voltsillam,30,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",9129 Knutson Drive,Pembroke,NC,28372,29.221900,-81.009500,20075118.45,2575.14,7740.71,7,3,,49
168,justo sit,Tampflex,21,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2 Hansons Hill,Memphis,TN,38148,41.088800,-73.543500,12782666.31,7999.47,4276.49,5,5,,269
169,erat,Flexidy,75,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,36814 Blaine Parkway,Bellaire,MI,49615,47.368000,-122.120600,16466300.35,906.85,6923.56,7,5,,20
170,a,Flowdesk,55,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",64 American Ash Drive,Rio Verde,AZ,85263,35.924400,-84.001500,28463996.85,4911.67,4925.57,5,3,,206
